timestamp,quantization_mode,use_tensor_cores,optimize_memory,metrics_enabled,graph_mode,compact_metric,ai_running,face_loading,objects_loading,drawing_metrics,drawing_graph,fps,cpu_percent,gpu_percent,inference_time_ms
2026-01-19T20:00:53.103,fp32,1,0,1,off,fps,0,0,0,1,0,18.23,1.9,0.0,83.6
2026-01-19T20:00:53.125,fp32,1,0,1,off,fps,0,0,0,1,0,18.63,1.9,0.0,15.4
2026-01-19T20:00:53.211,fp32,1,0,1,off,fps,0,0,0,1,0,17.9,1.9,0.0,84.4
2026-01-19T20:00:53.232,fp32,1,0,1,off,fps,0,0,0,1,0,18.24,1.9,0.0,6.6
2026-01-19T20:00:53.303,fp32,1,0,1,off,fps,0,0,0,1,0,17.89,1.9,0.0,55.0
2026-01-19T20:00:53.327,fp32,1,0,1,off,fps,0,0,0,1,0,18.59,1.9,0.0,8.1
2026-01-19T20:00:53.414,fp32,1,0,1,off,fps,0,0,0,1,0,17.88,1.9,0.0,71.3
2026-01-19T20:00:53.438,fp32,1,0,1,off,fps,0,0,0,1,0,18.55,1.9,0.0,8.1
2026-01-19T20:00:53.576,fp32,1,0,1,off,fps,0,0,0,1,0,17.33,33.3,0.0,124.1
2026-01-19T20:00:53.594,fp32,1,0,1,off,fps,0,0,0,1,0,18.04,33.3,0.0,7.6
2026-01-19T20:00:53.640,fp32,1,0,1,off,fps,0,0,0,1,0,17.82,33.3,0.0,29.6
2026-01-19T20:00:53.661,fp32,1,0,1,off,fps,0,0,0,1,0,18.6,33.3,0.0,9.0
2026-01-19T20:00:53.715,fp32,1,0,1,off,fps,0,0,0,1,0,18.89,33.3,0.0,37.8
2026-01-19T20:00:53.743,fp32,1,0,1,off,fps,0,0,0,1,0,19.83,33.3,0.0,7.6
2026-01-19T20:00:53.811,fp32,1,0,1,off,fps,0,0,0,1,0,19.84,33.3,0.0,53.1
